Market_Cap,Name,Price,Rank,Volume,Link,Circulating_Supply,value1,value3,Symbol,value2
"
$22,520,399
",Propy,$0.395053,"
193
","$1,615,022",/currencies/propy/,"57,006,067",0.00%,5.44%,PRO,3.38%
"
$22,439,595
",Dignity,$0.042903,"
194
","$372,497",/currencies/dignity/,"523,036,421",-3.35%,25.94%,DIG,9.45%
"
$22,133,638
",Metal,$0.686042,"
195
","$1,716,453",/currencies/metal/,"32,262,823",0.15%,-6.68%,MTL,-1.67%
"
$21,933,535
",Gnosis,$19.86,"
196
","$222,517",/currencies/gnosis-gno/,"1,104,590",0.28%,-0.14%,GNO,-1.00%
"
$21,893,388
",SmartCash,$0.020776,"
197
","$157,532",/currencies/smartcash/,"1,053,773,052",0.34%,-6.51%,SMART,-5.76%
"
$21,817,892
",Credits,$0.151191,"
198
","$683,847",/currencies/credits/,"144,306,362",-0.19%,1.87%,CS,-0.31%
"
$21,584,265
",Apollo Currency,$0.001470,"
199
","$21,253",/currencies/apollo-currency/,"14,685,096,531",0.85%,-0.20%,APL,0.52%
"
$21,549,327
",DMarket,$0.429132,"
200
","$4,897,191",/currencies/dmarket/,"50,216,064",-0.55%,44.91%,DMT,-3.08%
"
$21,544,064
",DATA,$0.003020,"
201
","$1,353,290",/currencies/data/,"7,132,689,844",1.50%,3.38%,DTA,-1.25%
"
$21,539,118
",Dynamic Tradi...,$0.017683,"
202
","$7,076",/currencies/dynamic-trading-rights/,"1,218,054,044",-0.80%,68.87%,DTR,3.15%
"
$21,514,138
",bitCNY,$0.145831,"
203
","$16,180,576",/currencies/bitcny/,"147,528,000",0.29%,-2.26%,BITCNY,-0.92%
"
$21,431,767
",IoTeX,$0.016102,"
204
","$1,164,572",/currencies/iotex/,"1,331,040,005",1.12%,-13.99%,IOTX,-6.06%
"
$21,088,524
",Spectre.ai Di...,$0.256947,"
205
","$14,960",/currencies/spectre-dividend/,"82,073,519",0.25%,97.51%,SXDT,-10.22%
"
$21,028,070
",Ubiq,$0.493511,"
206
","$45,938",/currencies/ubiq/,"42,609,099",-0.22%,-5.56%,UBQ,-1.15%
"
$20,857,162
",Cryptaur,$0.002853,"
207
","$142,290",/currencies/cryptaur/,"7,310,211,595",-0.79%,-2.87%,CPT,-6.16%
"
$20,758,175
",Einsteinium,$0.095321,"
208
","$365,440",/currencies/einsteinium/,"217,771,725",2.77%,5.33%,EMC2,3.92%
"
$20,720,622
",Ruff,$0.022261,"
209
","$266,922",/currencies/ruff/,"930,800,000",-1.03%,-0.47%,RUFF,-4.84%
"
$20,681,077
",Achain,$0.028986,"
210
","$639,206",/currencies/achain/,"713,475,241",-0.19%,3.87%,ACT,-0.90%
"
$20,614,715
",MediBloc [ERC20],$0.006512,"
211
","$2,976,780",/currencies/medx/,"3,165,469,236",0.45%,0.12%,MEDX,-1.54%
"
$20,581,086
",DigitalNote,$0.002970,"
212
","$783,491",/currencies/digitalnote/,"6,928,822,446",0.22%,-0.91%,XDN,-1.72%
"
$20,546,705
",Modum,$0.966167,"
213
","$5,462,914",/currencies/modum/,"21,266,200",0.31%,-16.58%,MOD,-5.35%
"
$20,501,850
",CyberVein,$0.019334,"
214
","$468,403",/currencies/cybervein/,"1,060,404,496",-0.22%,19.81%,CVT,16.89%
"
$20,379,731
",TrueChain,$0.438757,"
215
","$503,690",/currencies/truechain/,"46,448,735",-0.04%,-5.27%,TRUE,-3.55%
"
$20,304,477
",All Sports,$0.013845,"
216
","$626,125",/currencies/all-sports/,"1,466,525,363",-0.01%,-3.11%,SOC,-0.96%
"
$20,297,172
",OneRoot Network,$0.081931,"
217
","$39,218",/currencies/oneroot-network/,"247,734,355",1.34%,-1.97%,RNT,-2.24%
"
$20,249,696
",Blocknet,$3.76,"
218
","$34,862",/currencies/blocknet/,"5,390,982",0.28%,-0.01%,BLOCK,0.55%
"
$20,056,479
",Aragon,$0.709229,"
219
","$145,001",/currencies/aragon/,"28,279,271",0.34%,-10.71%,ANT,-1.37%
"
$19,993,043
",OST,$0.047680,"
220
","$1,193,238",/currencies/ost/,"419,316,213",0.18%,1.24%,OST,-0.67%
"
$19,821,017
",ETHLend,$0.018016,"
221
","$677,678",/currencies/ethlend/,"1,100,180,877",0.74%,16.25%,LEND,-5.87%
"
$19,734,217
",SONM,$0.054878,"
222
","$320,647",/currencies/sonm/,"359,600,000",0.29%,-0.41%,SNM,-4.18%
"
$19,428,921
",TTC Protocol,$0.070946,"
223
","$1,273,551",/currencies/ttc-protocol/,"273,853,291",0.57%,13.75%,TTC,-0.53%
"
$19,345,335
",BitBay,$0.019113,"
224
","$51,064",/currencies/bitbay/,"1,012,146,906",2.03%,5.29%,BAY,0.42%
"
$19,270,941
",Bottos,$0.037787,"
225
","$457,211",/currencies/bottos/,"509,990,153",-1.47%,2.55%,BTO,-1.58%
"
$19,126,977
",MediShares,$0.018545,"
226
","$119,459",/currencies/medishares/,"1,031,355,785",-0.35%,1.90%,MDS,-0.02%
"
$19,101,659
",Arcblock,$0.202047,"
227
","$3,875,967",/currencies/arcblock/,"94,540,877",-1.28%,-3.91%,ABT,-3.40%
"
$19,070,489
",TokenPay,$1.22,"
228
","$200,509",/currencies/tokenpay/,"15,618,390",0.17%,-3.32%,TPAY,-4.48%
"
$19,050,920
",SpankChain,$0.063494,"
229
","$1,747",/currencies/spankchain/,"300,043,386",0.60%,-1.02%,SPANK,-0.36%
"
$18,884,638
",Quant,$1.93,"
230
","$223,200",/currencies/quant/,"9,777,236",-0.53%,52.95%,QNT,9.96%
"
$18,785,130
",Jibrel Network,$0.113437,"
231
","$129,801",/currencies/jibrel-network/,"165,599,828",-1.15%,-4.15%,JNT,-3.76%
"
$18,764,963
",SaluS,$18.55,"
232
","$28,566",/currencies/salus/,"1,011,469",1.37%,-0.24%,SLS,-2.29%
"
$18,744,869
",ProximaX,$0.003074,"
233
","$1,515,456",/currencies/proximax/,"6,097,456,550",0.92%,-0.99%,XPX,-1.88%
"
$18,542,738
",BLOCKv,$0.009246,"
234
","$85,743",/currencies/blockv/,"2,005,449,183",-3.76%,-0.24%,VEE,-3.47%
"
$18,270,657
",Content Neutr...,$0.000468,"
235
","$1,204,693",/currencies/content-neutrality-network/,"39,035,223,816",-0.10%,8.79%,CNN,-2.79%
"
$17,988,044
",WhiteCoin,$0.071977,"
236
","$69,050",/currencies/whitecoin/,"249,915,324",-1.47%,-9.82%,XWC,-1.67%
"
$17,956,654
",Cube,$0.002650,"
237
","$1,083,103",/currencies/cube/,"6,774,940,000",-0.02%,-0.89%,AUTO,-0.41%
"
$17,863,934
",Genaro Network,$0.050111,"
238
","$1,027,153",/currencies/genaro-network/,"356,490,604",0.03%,7.43%,GNX,0.01%
"
$17,821,796
",Game.com,$0.023405,"
239
","$1,076,487",/currencies/game/,"761,444,190",-1.66%,-1.23%,GTC,-3.09%
"
$17,648,756
",AdEx,$0.240346,"
240
","$1,706,203",/currencies/adx-net/,"73,430,701",1.47%,18.50%,ADX,-5.54%
"
$17,219,831
",Particl,$2.13,"
241
","$84,202",/currencies/particl/,"8,069,480",0.17%,-9.23%,PART,-4.92%
"
$17,007,176
",DEW,$0.164727,"
242
",$976,/currencies/dew/,"103,244,553",0.24%,1.39%,DEW,-11.80%
"
$16,939,260
",Safe Exchange...,$0.010977,"
243
","$5,414",/currencies/safe-exchange-coin/,"1,543,157,590",0.22%,-15.97%,SAFEX,-1.11%
"
$16,918,657
",Republic Prot...,$0.028307,"
244
","$145,972",/currencies/republic-protocol/,"597,681,714",0.11%,2.14%,REN,-4.72%
"
$16,803,428
",SIRIN LABS Token,$0.073295,"
245
","$835,664",/currencies/sirin-labs-token/,"229,258,029",0.85%,-6.10%,SRN,-4.11%
"
$16,735,868
",ZClassic,$3.27,"
246
","$135,058",/currencies/zclassic/,"5,112,463",0.40%,-2.16%,ZCL,-2.72%
"
$16,732,159
",SingularDTV,$0.027887,"
247
","$922,490",/currencies/singulardtv/,"600,000,000",0.95%,-1.85%,SNGLS,3.58%
"
$16,654,154
",Aston,$0.020211,"
248
","$5,121",/currencies/aston/,"824,000,000",-0.09%,3.71%,ATX,3.16%
"
$16,597,395
",Burst,$0.008328,"
249
","$69,398",/currencies/burst/,"1,993,053,255",0.09%,-7.93%,BURST,-1.83%
"
$16,344,046
",EDUCare,$0.036320,"
250
","$2,734,696",/currencies/educare/,"450,000,000",3.72%,148.56%,EKT,103.62%
"
$16,168,430
",Bitcoin Interest,$0.882224,"
251
","$11,175",/currencies/bitcoin-interest/,"18,326,892",1.34%,-23.23%,BCI,3.08%
"
$15,940,638
",Asch,$0.170752,"
252
","$484,178",/currencies/asch/,"93,355,331",-0.91%,-4.71%,XAS,-7.98%
"
$15,908,838
",Covesting,$0.909076,"
253
","$71,048",/currencies/covesting/,"17,500,000",-0.94%,77.32%,COV,12.60%
"
$15,530,837
",UTRUST,$0.034513,"
254
","$135,944",/currencies/utrust/,"450,000,000",-0.04%,-8.12%,UTK,-1.51%
"
$15,348,887
",VITE,$0.036971,"
255
","$464,752",/currencies/vite/,"415,162,655",0.95%,-1.69%,VITE,0.84%
"
$15,223,247
",eosDAC,$0.023039,"
256
","$141,750",/currencies/eosdac/,"660,755,177",0.19%,-7.41%,EOSDAC,-2.02%
"
$15,217,317
",Zeepin,$0.030435,"
257
","$352,614",/currencies/zeepin/,"500,000,000",0.87%,34.98%,ZPT,-6.19%
"
$15,059,603
",Steem Dollars,$0.994033,"
258
","$766,732",/currencies/steem-dollars/,"15,150,004",-0.13%,-1.90%,SBD,-0.67%
"
$14,862,744
",Viacoin,$0.643456,"
259
","$240,384",/currencies/viacoin/,"23,098,319",0.20%,1.02%,VIA,-4.56%
"
$14,828,662
",PCHAIN,$0.019990,"
260
","$1,345,160",/currencies/pchain/,"741,806,114",-1.57%,-7.38%,PAI,-10.88%
"
$14,815,485
",Wings,$0.165152,"
261
","$534,785",/currencies/wings/,"89,708,333",0.31%,-3.66%,WINGS,-4.12%
"
$14,762,460
",Global Curren...,$0.140769,"
262
","$36,942",/currencies/global-currency-reserve/,"104,869,991",-1.38%,-15.43%,GCR,-16.91%
"
$14,760,830
",Selfkey,$0.006072,"
263
","$1,720,932",/currencies/selfkey/,"2,431,024,642",0.44%,3.05%,KEY,-2.91%
"
$14,736,030
",district0x,$0.024560,"
 264
","$871,021",/currencies/district0x/,"600,000,000",-0.17%,1.10%,DNT,-5.94%
"
$14,713,831
",Ripio Credit ...,$0.029775,"
265
","$2,644,069",/currencies/ripio-credit-network/,"494,170,791",0.27%,8.86%,RCN,-5.24%
"
$14,711,926
",IHT Real Esta...,$0.027091,"
266
","$1,089,926",/currencies/iht-real-estate-protocol/,"543,063,823",-0.39%,25.24%,IHT,5.46%
"
$14,671,956
",TokenClub,$0.030476,"
267
","$926,211",/currencies/tokenclub/,"481,425,335",0.19%,5.63%,TCT,8.15%
"
$14,669,891
",Bezant,$0.035647,"
268
","$1,136,696",/currencies/bezant/,"411,532,604",-0.04%,62.27%,BZNT,-6.49%
"
$14,667,703
",WePower,$0.029649,"
269
","$196,815",/currencies/wepower/,"494,719,221",0.24%,3.42%,WPR,-3.40%
"
$14,611,903
",IoT Chain,$0.233307,"
270
","$1,353,805",/currencies/iot-chain/,"62,629,439",-0.16%,-1.57%,ITC,-2.25%
"
$14,589,296
",VIBE,$0.072874,"
271
","$1,016,295",/currencies/vibe/,"200,200,144",0.20%,0.34%,VIBE,-5.39%
"
$14,530,226
",Edgeless,$0.151927,"
272
","$143,729",/currencies/edgeless/,"95,639,612",1.18%,-6.19%,EDG,-2.74%
"
$14,502,967
",INS Ecosystem,$0.478631,"
273
","$782,407",/currencies/ins-ecosystem/,"30,300,918",1.78%,5.49%,INS,-4.84%
"
$14,195,229
",Unobtanium,$71.19,"
274
",$844,/currencies/unobtanium/,"199,406",0.22%,0.50%,UNO,-3.13%
"
$14,162,939
",Linda,$0.001292,"
275
","$68,859",/currencies/linda/,"10,964,054,925",3.42%,13.32%,LINDA,-5.79%
"
$14,155,519
",APIS,$0.002905,"
276
","$4,152,602",/currencies/apis/,"4,873,324,621",0.19%,-1.60%,APIS,1.27%
"
$14,135,503
",Litecoin Cash,$0.023893,"
277
","$94,368",/currencies/litecoin-cash/,"591,621,957",-1.30%,-8.54%,LCC,0.40%
"
$14,111,063
",Cosmo Coin,$0.024728,"
278
","$446,898",/currencies/cosmo-coin/,"570,655,336",0.34%,-17.62%,COSM,-4.52%
"
$13,989,997
",SophiaTX,$0.072401,"
279
","$281,387",/currencies/sophiatx/,"193,230,567",0.48%,-5.88%,SPHTX,5.75%
"
$13,946,070
",Trade Token,$0.155092,"
280
","$67,461",/currencies/trade-token/,"89,921,436",-0.25%,-20.56%,TIO,-11.45%
"
$13,930,455
",AirSwap,$0.092870,"
281
","$663,887",/currencies/airswap/,"150,000,000",0.71%,3.61%,AST,-7.79%
"
$13,922,960
",CasinoCoin,$0.000387,"
282
","$1,331",/currencies/casinocoin/,"35,973,085,511",0.22%,17.53%,CSC,-1.13%
"
$13,893,677
",Oyster,$0.163519,"
283
","$268,623",/currencies/oyster/,"84,966,676",5.55%,50.65%,PRL,-0.17%
"
$13,862,826
",Blox,$0.020596,"
284
","$3,955,217",/currencies/blox/,"673,079,084",-1.41%,30.26%,CDT,24.26%
"
$13,759,824
",STASIS EURS,$1.12,"
285
","$19,911",/currencies/stasis-eurs/,"12,291,000",0.17%,-0.62%,EURS,-1.65%
"
$13,656,511
",Refereum,$0.005725,"
286
","$3,576,046",/currencies/refereum/,"2,385,318,473",-0.35%,12.91%,RFR,2.60%
"
$13,589,926
",HorusPay,$0.015569,"
287
","$3,488",/currencies/horuspay/,"872,861,114",-0.10%,3.73%,HORUS,-7.88%
"
$13,577,019
",Cred,$0.043218,"
288
","$1,480,838",/currencies/libra-credit/,"314,149,562",-1.77%,19.38%,LBA,-1.04%
"
$13,572,963
",Quantum Resis...,$0.261019,"
289
","$153,300",/currencies/quantum-resistant-ledger/,"52,000,000",0.11%,18.04%,QRL,2.43%
"
$13,549,785
",CloakCoin,$2.60,"
290
","$313,242",/currencies/cloakcoin/,"5,204,559",0.76%,10.95%,CLOAK,-1.26%
"
$13,526,775
",Rock,$0.028801,"
291
","$572,176",/currencies/rock/,"469,660,370",-0.72%,-11.57%,RKT,-3.07%
"
$13,404,629
",Hydro,$0.004584,"
292
","$2,575,717",/currencies/hydrogen/,"2,924,034,340",-2.28%,15.60%,HYDRO,6.08%
"
$13,380,488
",Wowbit,$0.048170,"
293
","$343,794",/currencies/wowbit/,"277,777,778",-2.90%,133.12%,WWB,-17.88%
"
$13,348,010
",Tierion,$0.031152,"
294
","$724,750",/currencies/tierion/,"428,481,269",2.08%,7.41%,TNT,-6.46%
"
$13,338,112
",Lympo,$0.017705,"
295
","$1,312,268",/currencies/lympo/,"753,347,989",0.22%,-1.35%,LYM,-2.59%
"
$13,224,511
",NAGA,$0.222974,"
296
","$86,927",/currencies/naga/,"59,309,667",-2.03%,-14.99%,NGC,-8.31%
"
$13,191,334
",Stakenet,$0.177903,"
297
","$245,530",/currencies/stakenet/,"74,149,108",1.54%,30.85%,XSN,-3.64%
"
$13,088,603
",Metronome,$1.53,"
298
","$132,837",/currencies/metronome/,"8,535,901",0.86%,6.58%,MET,3.28%
"
$12,983,411
",PRIZM,$0.209410,"
299
","$13,409",/currencies/prizm/,"61,999,811",0.03%,-25.73%,PZM,-7.66%
"
$12,919,715
",WaBi,$0.248559,"
300
","$436,426",/currencies/wabi/,"51,978,516",1.10%,-19.05%,WABI,-5.55%
"
$12,893,175
",BABB,$0.000614,"
301
","$284,872",/currencies/babb/,"20,999,999,999",0.16%,-6.84%,BAX,-1.64%
"
$12,862,584
",Rotharium,$3.83,"
302
","$38,925",/currencies/rotharium/,"3,357,270",0.41%,-17.84%,RTH,-1.85%
"
$12,855,324
",Primecoin,$0.508062,"
303
","$147,898",/currencies/primecoin/,"25,302,692",-0.32%,-10.57%,XPM,-1.74%
"
$12,841,516
",Electra,$0.000453,"
304
","$61,422",/currencies/electra/,"28,322,309,205",0.44%,-3.29%,ECA,-0.61%
"
$12,784,375
",Buggyra Coin ...,$0.012402,"
305
","$19,620",/currencies/buggyra-coin-zero/,"1,030,832,508",2.32%,-27.48%,BCZERO,104.14%
"
$12,777,070
",XYO Network,$0.002722,"
306
","$9,191",/currencies/xyo-network/,"4,694,252,180",-0.75%,-0.38%,XYO,-0.89%
"
$12,726,999
",Haven Protocol,$2.34,"
307
","$2,104,977",/currencies/haven-protocol/,"5,432,138",11.78%,128.41%,XHV,43.22%
"
$12,726,252
",FairCoin,$0.239243,"
308
",$550,/currencies/faircoin/,"53,193,831",0.29%,16.66%,FAIR,-15.31%
"
$12,720,961
",Apex,$0.028680,"
309
","$24,869",/currencies/apex/,"443,542,140",0.24%,34.93%,CPX,-4.15%
"
$12,547,706
",Smartlands,$2.46,"
310
","$288,148",/currencies/smartlands/,"5,100,896",0.56%,10.58%,SLT,2.19%
"
$12,341,561
",Seele,$0.020681,"
311
","$718,151",/currencies/seele/,"596,772,225",1.09%,11.27%,SEELE,-5.37%
"
$12,328,175
",E-Dinar Coin,$0.013911,"
312
","$319,070",/currencies/e-dinar-coin/,"886,211,988",-1.35%,18.16%,EDR,-0.14%
"
$12,217,041
",LoyalCoin,$0.002476,"
313
","$960,058",/currencies/loyalcoin/,"4,934,048,956",2.10%,-7.58%,LYL,2.00%
"
$12,205,408
",Primas,$0.231634,"
314
","$5,207,026",/currencies/primas/,"52,692,565",2.34%,-10.42%,PST,0.78%
"
$12,142,714
",QLC Chain,$0.050595,"
315
","$281,603",/currencies/qlink/,"240,000,000",-0.13%,-1.30%,QLC,-1.27%
"
$11,996,511
",Bitcore,$0.727662,"
316
","$48,973",/currencies/bitcore/,"16,486,370",0.17%,-13.78%,BTX,-6.32%
"
$11,940,914
",BitKan,$0.004280,"
317
","$1,444,020",/currencies/bitkan/,"2,789,703,481",-4.52%,-9.26%,KAN,-4.65%
"
$11,888,858
",ION,$0.558944,"
318
","$35,580",/currencies/ion/,"21,270,214",-0.15%,5.90%,ION,-4.88%
"
$11,875,957
",Moss Coin,$0.066273,"
319
","$316,100",/currencies/moss-coin/,"179,198,324",0.40%,57.25%,MOC,-0.06%
"
$11,863,175
",MediBloc [QRC20],$0.003999,"
320
","$35,504",/currencies/medibloc/,"2,966,384,100",-0.21%,1.44%,MED,-1.88%
"
$11,858,778
",XTRABYTES,$0.027579,"
321
","$18,381",/currencies/xtrabytes/,"430,000,000",0.23%,-7.72%,XBY,-4.85%
"
$11,755,584
",GameCredits,$0.169471,"
322
","$50,105",/currencies/gamecredits/,"69,366,288",-0.09%,-2.58%,GAME,-1.58%
"
$11,644,460
",DAPS Token,$0.000259,"
323
","$52,796",/currencies/daps-token/,"44,945,339,006",-3.08%,-9.76%,DAPS,0.06%
"
$11,637,473
",KickCoin,$0.022059,"
324
","$602,838",/currencies/kickico/,"527,564,018",0.11%,2.91%,KICK,-0.55%
"
$11,573,623
",Lunyr,$5.04,"
325
","$1,730,750",/currencies/lunyr/,"2,297,853",0.93%,29.67%,LUN,3.69%
"
$11,467,682
",DECENT,$0.223515,"
326
","$350,241",/currencies/decent/,"51,306,089",-1.58%,35.01%,DCT,-1.04%
"
$11,423,330
",Bittwatt,$0.038356,"
327
","$2,167",/currencies/bittwatt/,"297,820,517",0.23%,-6.13%,BWT,1.23%
"
$11,422,795
",Gulden,$0.027523,"
328
","$68,375",/currencies/gulden/,"415,032,420",0.49%,17.70%,NLG,8.79%
"
$11,397,864
",Mercury,$0.113979,"
329
","$1,767,465",/currencies/mercury/,"100,000,000",-0.39%,12.89%,MER,-1.10%
"
$11,373,186
",Red Pulse Pho...,$0.013709,"
330
","$453,957",/currencies/red-pulse/,"829,588,687",-0.20%,3.02%,PHX,-3.99%
"
$11,357,019
",Boolberry,$0.929916,"
331
","$1,939",/currencies/boolberry/,"12,212,953",0.22%,7.61%,BBR,-4.91%
"
$11,349,208
",LEOcoin,$0.111548,"
332
","$1,258,839",/currencies/leocoin/,"101,743,211",-0.88%,0.39%,LEO,-1.22%
"
$11,250,492
",TokenCard,$0.463847,"
333
","$2,124",/currencies/tokencard/,"24,254,732",0.24%,9.82%,TKN,-0.79%
"
$11,192,665
",Mothership,$0.079948,"
334
","$27,088",/currencies/mothership/,"140,000,000",2.43%,15.98%,MSP,12.65%
"
$11,150,653
",AppCoins,$0.111446,"
335
","$539,541",/currencies/appcoins/,"100,054,312",0.85%,8.91%,APPC,3.56%
"
$11,134,465
",Mobius,$0.028843,"
336
","$149,896",/currencies/mobius/,"386,032,753",-0.57%,13.67%,MOBI,-2.64%
"
$11,104,489
",Loki,$0.384377,"
337
","$48,166",/currencies/loki/,"28,889,565",-2.05%,2.41%,LOKI,-2.93%
"
$10,990,563
",Etherparty,$0.020876,"
338
","$1,134,649",/currencies/etherparty/,"526,478,202",0.81%,11.14%,FUEL,0.33%
"
$10,971,811
",bitUSD,$1.00,"
339
","$231,994",/currencies/bitusd/,"10,955,700",0.29%,-3.33%,BITUSD,-1.42%
"
$10,907,088
",TaTaTu,$0.112760,"
340
","$161,245",/currencies/tatatu/,"96,727,971",-0.25%,-18.78%,TTU,-10.82%
"
$10,843,317
",Cobinhood,$0.028218,"
341
","$24,347",/currencies/cobinhood/,"384,264,010",0.58%,4.14%,COB,1.48%
"
$10,677,037
",LGO Exchange,$0.083834,"
342
","$24,270",/currencies/legolas-exchange/,"127,358,918",0.45%,-14.21%,LGO,6.89%
"
$10,651,174
",Bitcoin Green,$1.95,"
343
","$22,447",/currencies/bitcoin-green/,"5,467,113",-0.66%,12.28%,BITG,-3.37%
"
$10,530,211
",DeepBrain Chain,$0.007020,"
344
","$721,450",/currencies/deepbrain-chain/,"1,500,000,000",0.30%,3.73%,DBC,-7.67%
"
$10,516,806
",CPChain,$0.027913,"
345
","$338,182",/currencies/cpchain/,"376,765,852",0.22%,-8.22%,CPC,0.86%
"
$10,382,410
",REPO,$0.094421,"
346
","$109,740",/currencies/repo/,"109,958,607",0.18%,2.39%,REPO,-6.11%
"
$10,336,702
",Sakura Bloom,$0.004002,"
347
","$38,960",/currencies/sakura-bloom/,"2,582,965,294",-0.72%,-4.32%,SKB,8.67%
"
$10,260,956
",Delphy,$0.220677,"
348
","$1,044,650",/currencies/delphy/,"46,497,728",0.21%,1.71%,DPY,-1.49%
"
$10,239,176
",NKN,$0.052746,"
349
","$480,837",/currencies/nkn/,"194,124,159",-0.81%,6.21%,NKN,3.15%
"
$10,227,457
",NIX,$0.245111,"
350
","$144,916",/currencies/nix/,"41,725,874",0.18%,-11.03%,NIX,-5.34%
"
$10,135,780
",ALQO,$0.176543,"
351
","$8,523",/currencies/alqo/,"57,412,659",5.29%,-14.10%,XLQ,-7.26%
"
$10,130,517
",PayPie,$0.122794,"
352
","$8,603",/currencies/paypie/,"82,500,000",0.25%,3.86%,PPP,-0.34%
"
$10,095,408
",Novacoin,$4.56,"
353
","$2,864",/currencies/novacoin/,"2,214,706",-1.21%,18.59%,NVC,-0.02%
"
$10,087,678
",PACcoin,$0.002076,"
354
","$45,661",/currencies/paccoin/,"4,859,408,142",-0.17%,-22.79%,$PAC,-8.74%
"
$10,047,410
",NANJCOIN,$0.000519,"
355
","$188,325",/currencies/nanjcoin/,"19,361,889,557",14.81%,24.54%,NANJ,13.82%
"
$9,904,773
",0chain,$0.247619,"
356
","$186,398",/currencies/0chain/,"40,000,000",-0.50%,32.38%,ZCN,-6.27%
"
$9,806,870
",SCRL,$0.067237,"
357
","$12,240",/currencies/scroll/,"145,855,606",0.25%,8.68%,SCRL,-1.62%
"
$9,779,265
 ",B2BX,$0.593055,"
358
","$1,773,577",/currencies/b2bx/,"16,489,646",-0.56%,21.44%,B2B,19.69%
"
$9,757,685
",Aeron,$0.750591,"
359
","$15,081,235",/currencies/aeron/,"13,000,000",1.39%,12.89%,ARN,2.38%
"
$9,708,399
",Presearch,$0.062635,"
360
","$39,446",/currencies/presearch/,"155,000,000",1.98%,5.29%,PRE,4.28%
"
$9,553,097
",Timicoin,$0.031027,"
361
","$5,159",/currencies/timicoin/,"307,892,909",0.51%,5.34%,TMC,-7.36%
"
$9,551,814
",Mass Vehicle ...,$0.001893,"
362
","$8,361",/currencies/mass-vehicle-ledger/,"5,046,896,446",0.08%,-4.98%,MVL,0.19%
"
$9,484,125
",FuzeX,$0.012512,"
363
","$31,995",/currencies/fuzex/,"758,011,956",0.14%,7.03%,FXT,-14.72%
"
$9,440,618
",SPINDLE,$0.002225,"
364
","$29,054",/currencies/spindle/,"4,242,508,844",-0.76%,56.22%,SPD,14.05%
"
$9,371,110
",adToken,$0.015619,"
365
","$4,515,184",/currencies/adtoken/,"600,000,000",-0.43%,10.70%,ADT,5.26%
"
$9,353,333
",YOYOW,$0.031194,"
366
","$563,971",/currencies/yoyow/,"299,842,245",0.70%,5.46%,YOYOW,-3.64%
"
$9,352,952
",Ink,$0.020161,"
367
","$2,322,951",/currencies/ink/,"463,910,527",-0.82%,6.34%,INK,2.70%
"
$9,269,474
",Lina,$0.086195,"
368
","$6,994",/currencies/lina/,"107,541,141",0.23%,1.89%,LINA,1.44%
"
$9,221,792
",Aeon,$0.582498,"
369
","$19,862",/currencies/aeon/,"15,831,459",0.94%,8.34%,AEON,0.53%
"
$9,202,701
",BlockMason Cr...,$0.111030,"
370
","$1,253,562",/currencies/blockmason/,"82,885,183",-0.29%,5.53%,BCPT,0.58%
"
$9,161,085
",Neumark,$0.318690,"
371
","$42,396",/currencies/neumark/,"28,746,031",-0.74%,-8.56%,NEU,-6.72%
"
$9,130,005
",Aurora DAO,$0.065490,"
372
","$14,035",/currencies/aurora-dao/,"139,410,214",0.25%,-0.78%,AURA,-0.20%
"
$9,061,822
",LBRY Credits,$0.046105,"
373
","$58,516",/currencies/library-credit/,"196,545,622",-0.25%,7.42%,LBC,-4.97%
"
$9,001,163
",Distributed C...,$0.006250,"
374
","$86,902",/currencies/distributed-credit-chain/,"1,440,268,443",0.15%,-2.17%,DCC,-1.46%
"
$8,986,382
",Namecoin,$0.609809,"
375
","$31,682",/currencies/namecoin/,"14,736,400",0.01%,2.10%,NMC,-4.70%
"
$8,972,602
",Feathercoin,$0.041664,"
376
","$8,109",/currencies/feathercoin/,"215,354,680",0.01%,7.86%,FTC,-1.24%
"
$8,956,399
",Docademic,$0.033793,"
377
","$214,033",/currencies/docademic/,"265,035,831",0.82%,25.39%,MTC,-5.69%
"
$8,924,981
",SwftCoin,$0.002452,"
378
","$1,207,039",/currencies/swftcoin/,"3,639,990,384",0.10%,1.60%,SWFTC,-0.57%
"
$8,922,526
",OriginTrail,$0.032102,"
379
","$19,127",/currencies/origintrail/,"277,941,996",0.66%,-9.51%,TRAC,-2.78%
"
$8,871,873
",Counterparty,$3.39,"
380
","$20,492",/currencies/counterparty/,"2,615,972",0.49%,17.09%,XCP,-4.42%
"
$8,864,993
",Internet Node...,$0.028805,"
381
","$904,114",/currencies/internet-node-token/,"307,756,503",-1.11%,-2.81%,INT,-3.56%
"
$8,816,539
",Dock,$0.020597,"
382
","$1,500,686",/currencies/dock/,"428,040,576",-0.26%,0.79%,DOCK,-3.05%
"
$8,764,570
",Blocktix,$0.219114,"
383
","$962,470",/currencies/blocktix/,"40,000,000",-0.38%,10.90%,TIX,-1.09%
"
$8,752,766
",Moneytoken,$0.000990,"
384
","$32,934",/currencies/moneytoken/,"8,839,360,059",0.72%,-7.46%,IMT,1.26%
"
$8,744,895
",Hiveterminal ...,$0.021279,"
385
","$13,175",/currencies/hiveterminal-token/,"410,956,776",0.44%,-17.25%,HVN,3.75%
"
$8,741,563
",Pascal Coin,$0.377429,"
386
","$5,660",/currencies/pascal-coin/,"23,160,800",0.22%,-0.54%,PASC,-0.75%
